tweetId,tweetText
1594739678426587136,"Clay Travis
@ClayTravis
Two years ago Donald Trump told CBS’s Lesley Stahl on 60 Minutes the Hunter Biden laptop was real and should be covered by the media. Stahl said it couldn’t be verified. Two years later 
@cbsnews
 has finally verified it. Trump was right. Again.
0:11
From 
Anders Hagstrom
9:09 AM · Nov 21, 2022
22.6K
 Reposts
1,836
 Quotes
95.6K
 Likes
709
 Bookmarks
709"
1622001577752944642,"Bumpkin
@BumpkinGoober
Being told now that there is one injury Myrtle Beach where the balloon was downed, 36 year old Richard ""Bernie"" Jordan was driving to his local wendy's when the balloon blanketed his vehicle causing him to spin out and crash into a telephone pole. Richard is in critical condition
Readers added context they thought people might want to know
The ballon landed in the ocean, not on land.

bbc.com/news/world-us-…
Context is written by people who use X, and appears when rated helpful by others.  Find out more.
2:38 PM · Feb 4, 2023
·
39.8K
 Views
19
 Reposts
6
 Quotes
94
 Likes
4
 Bookmarks
4"
1695268712910348471,"Dan O'Dowd
@RealDanODowd
Watch this 
@Tesla
 FSD Beta v12 try to run a red light, forcing Elon Musk to take over. ""Intervention!"" 
@ElonMusk
 your defective and dangerous software has no place on our public roads and should be banned immediately.
0:09
Readers added context they thought people might want to know
The version of the software demonstrated here is not available to the public.

notateslaapp.com/news/1554/tesl…
Context is written by people who use X, and appears when rated helpful by others.  Find out more.
7:55 PM · Aug 25, 2023
·
1M
 Views
139
 Reposts
80
 Quotes
829
 Likes
66
 Bookmarks
66"
1435072407103057924,"Kambree
@KamVTV
Talked to family tonight who work in medicine. They told me that some hospitals are full. Not because rooms are full of patients .. because they don’t have enough staff which means less patients. 

Media won’t report this. They fear monger. Now you know. Happening all over USA.
7:48 PM · Sep 6, 2021
2,351
 Reposts
94
 Quotes
7,016
 Likes
34
 Bookmarks
34"
1692053649696882983,"アイドルランドプリパラ【公式】
@idolland_arts
アイドルライフ体感アプリ『アイドルランドプリパラ』は本日開園です。

サーバー負荷分散をするために14:30よりアーリーオープンさせていただいておりました。ご了承ください。

●Android 
https://play.google.com/store/apps/details?id=jp.co.takaratomy_arts.idolland…

●iOS
https://apps.apple.com/jp/app/id1663145118…

 #pripara #アドパラ
Translate post
11:00 PM · Aug 16, 2023
·
1.9M
 Views
6,929
 Reposts
1,236
 Quotes
16.8K
 Likes
224
 Bookmarks
224"
1684625224870805504,"Andrew Neil
@afneil
Went to a bank cash point today. Was only allowed to access funds after answering questions on Brexit, climate change, diversity and inclusion (plus a bonus question on Pride marches).
11:02 AM · Jul 27, 2023
·
1.1M
 Views
1,605
 Reposts
394
 Quotes
10.9K
 Likes
52
 Bookmarks
52"
1689914111357079554,"Alexis
@alexiscollado
best UX
1:18 AM · Aug 11, 2023
·
737.5K
 Views
1,939
 Reposts
205
 Quotes
9,825
 Likes
264
 Bookmarks
264"
1691238968765939712,"halloween hottie(soft bb boy/COVID CT)
@COVID19_CT
quick reminder if u care:
nathan pyle (creator of ""strange planet"") and his wife are **openly anti-choice + have used their platforms to push for forced birth and the MARCH FOR LIFE**

he is a huge sack of shit + anyone consuming his silly little comics needs to understand that
5:02 PM · Aug 14, 2023
·
154.1K
 Views
692
 Reposts
63
 Quotes
2,265
 Likes
128
 Bookmarks
128"
1657942100082835457,"Brush Wolf
@coorslighteric
There is no climate emergency. They have been saying that for years. what happened to acid rain?
7:52 PM · May 14, 2023
·
4M
 Views
10
 Reposts
35
 Quotes
77
 Likes
7
 Bookmarks
7"
1661241395653517312,"Aakash Gupta Product Growth Guy
@aakashg0
Is this Google's most genius strategy yet?

Big Tech 101 has always been to steal the best product ideas built atop your platforms.

But kneecapping Calendly under the guise of security takes it to a whole new level   
Readers added context they thought people might want to know
The move from Google is not to prevent services like Calendly to work, instead, it was a move to deter ""calendar invite spam"" since calendar invitations would bypass spam filters in Gmail.

cnbc.com/2022/07/20/how…
Context is written by people who use X, and appears when rated helpful by others.  Find out more.
10:23 PM · May 23, 2023
·
1M
 Views
199
 Reposts
72
 Quotes
1,400
 Likes
747
 Bookmarks
747"
1534534390029733889,"Benny Johnson
@bennyjohnson
General Motors CEO virtue signaling how “clean” the new Chevy Volt is. 

Then a reporter asks where the charging electricity comes from. 

Oh my…. Wait for it. 

Awkward.
0:18
6:54 AM · Jun 8, 2022
10.2K
 Reposts
2,294
 Quotes
34.6K
 Likes
1,283
 Bookmarks
1,283"
1546556302876446720,"Jonathan Reiner
@JReinerMD
There is so much COVID in the US right now that if you spend time in crowded indoor spaces you will contract the virus. Mask up.
Porter Anderson
@Porter_Anderson
·
Jul 11, 2022
Media: @JReinerMD to @AnaCabrera: ""#COVID19 is surging all across the country. This virus is as active as it's ever been, whether we want that or not. What people need to do is personally implement mitigation strategies. Avoid crowded places. Wear a mask if you go into a store.""
11:05 AM · Jul 11, 2022
1,402
 Reposts
81
 Quotes
3,204
 Likes
107
 Bookmarks
107"
1684508454747095040,"Uličník
@ulicnik_cz
Produkce CO2 na hlavu. Jsme na tom v Česku hůř než Čína, která teď masivně investuje do snižování emisí. Co děláme my?
Translate post
3:18 AM · Jul 27, 2023
·
37.7K
 Views
22
 Reposts
5
 Quotes
174
 Likes
13
 Bookmarks
13"
1692913432066916620,"Deník N
@enkocz
Nový výzkum rozbil mýtus, že lovci byli jen muži. Ženy lovily ve většině společností, používaly oštěpy či pasti a troufly si i na velkou zvěř. Představa o muži jako pravěkém lovci se utvořila až v moderní společnosti z představy „živitele rodiny“, který domů přináší „kořist“ v podobě výdělku. https://denikn.cz/1214819/
Translate post
7:56 AM · Aug 19, 2023
·
111K
 Views
33
 Reposts
13
 Quotes
402
 Likes
17
 Bookmarks
17"
1620124740848615424,"Aaron Rupar
@atrupar
Trump Says Windmills Destroying Airplanes Now, So That's A Real Bummer
wonkette.com
Trump Says Windmills Destroying Airplanes Now, So That's A Real Bummer
Look who remembered to run for president finally.
10:20 AM · Jan 30, 2023
·
114.6K
 Views
182
 Reposts
27
 Quotes
1,164
 Likes
7
 Bookmarks
7"
1626399382743707648,"David Giglio
@DavidGiglioCA
$100 billion for Ukraine but not a cent for the people in East Palestine, Ohio.

Joe Biden is a national disgrace. 

If Trump had behaved in this manner, the articles of impeachment would already be in the Senate.

Impeach 
@JoeBiden
 & 
@PeteButtigieg
 for dereliction of duty.
5:53 PM · Feb 16, 2023
·
101.2K
 Views
483
 Reposts
59
 Quotes
1,862
 Likes
19
 Bookmarks
19"
1628252146389946368,"Prune60
@Prune602
“Biden said, ‘I came because Putin gave me permission’”

: Russia didn’t give any security guarantees
The Kyiv Independent
@KyivIndependent
·
Feb 21
Official: Russia didn't give any guarantees to Biden during Kyiv visit

""They did not respond other than to acknowledge receipt of the notification,” U.S. National Security Advisor Jake Sullivan said. “It was mere notification, and acknowledgment of receipt, no guarantees.”
8:35 PM · Feb 21, 2023
·
61.2K
 Views
40
 Reposts
1
 Quote
262
 Likes
3
 Bookmarks
3"
1628135123110531107,"Aleksandra Opalic (parody account)
@aleksandraopal2
 
Biden calls the Kremlin to ask permission to travel to Kyiv.
video CNN
0:36
12:50 PM · Feb 21, 2023
·
6,157
 Views
17
 Reposts
4
 Quotes
79
 Likes
3
 Bookmarks
3"
1627783164528832512,"Pamela Valemont -I've adopted Putin as my leader.
@poet47
Biden announced he had phoned Putin beforehand to get his permission to see Zelensky. This is usually kept quiet, you can be sure that NO ONE from the west goes to Kyiv without Putin's permission. Did Putin ask him to make that announcement this time, conditional on safe passage?
1:32 PM · Feb 20, 2023
·
3,171
 Views
16
 Reposts
3
 Quotes
60
 Likes"
1630597102278709248,"Thomas O'Connor '62 baby, #GodBlessAmerica
@TheyCallMeTomO1
Justice Sotomayor just said that she thought by forgiving students loans would increase consumer spending and that's a good thing. . .
7:53 AM · Feb 28, 2023
·
16.2K
 Views
22
 Reposts
5
 Quotes
101
 Likes"
1635436179771277312,"Fox News Politics
@foxnewspolitics
Arizona Sen. Mark Kelly calls for censorship of social media companies to prevent bank run: report
foxnews.com
Arizona Sen. Mark Kelly reportedly calls for censoring social media companies to prevent bank run;...
Sen. Mark Kelly, D-AZ, called for social media to be censored during a meeting regarding the bailout of the Silicon Valley Bank, to prevent a bank run.
5:22 PM · Mar 13, 2023
·
11.5K
 Views
19
 Reposts
6
 Quotes
24
 Likes"
1633331484982661121,"ʟᴇғᴛ ᴄᴏᴀˢᴛ ᴠᴀɢʀᴀɴᴛ
@Baklava_USA
US military equipment arrived in Poland
#ImpeachBiden for this AND anyone in Congress who voted for this atrocity
0:20
Readers added context they thought people might want to know
The military materiel pictured is actually being shipped out of Poland and back to Texas as a portion of the 1st Cavalry Division rotates out of Poland, a NATO ally.  

dvidshub.net/video/875228/m…
Context is written by people who use X, and appears when rated helpful by others.  Find out more.
8:59 PM · Mar 7, 2023
·
134.8K
 Views
631
 Reposts
106
 Quotes
1,274
 Likes
38
 Bookmarks
38
Who can reply?
People @Baklava_USA follows or mentioned can reply"
1638215871658115073,"Sen. Marsha Blackburn
@MarshaBlackburn
A new review found that CCP-owned TikTok embedded tracking codes in more than two dozen U.S. state government websites. 

We must ban TikTok immediately.
9:27 AM · Mar 21, 2023
·
32.2K
 Views
522
 Reposts
21
 Quotes
1,923
 Likes
5
 Bookmarks
5"
1638163723159318528,"Sen. Marsha Blackburn
@MarshaBlackburn
Radical left-wing states like California are providing sex offenders with a taxpayer-funded hotel to rape innocent girls.

This is disgusting, and it needs to stop.

Stop taxpayer funded benefits for criminals, cartel members and illegal aliens.
6:00 AM · Mar 21, 2023
·
229K
 Views
1,417
 Reposts
169
 Quotes
4,722
 Likes
12
 Bookmarks
12"
1642303623274086403,"I Meme Therefore I Am
@ImMeme0
Biden told us that Democrats will do anything in their power to stop Trump from running and becoming next president:

Biden: “We just have to demonstrate he’ll not take power. But if he does run we’ll make sure under legitimate efforts of constitution doesn’t not become next president again.”
0:15
Last edited
4:11 PM · Apr 1, 2023
·
1.8M
 Views
5,007
 Reposts
886
 Quotes
10.4K
 Likes
744
 Bookmarks
744"
1643658603885101073,"Robert F. Kennedy Jr
@RobertKennedyJr
The Fed just announced it will introduce its “FedNow” Central Bank Digital Currency (CBDC) in July. CBDCs grease the slippery slope to financial slavery and political tyranny.

While cash transactions are anonymous, a #CBDC will allow the government to surveil all our private financial affairs. The central bank will have the power to enforce dollar limits on our transactions restricting where you can send money, where you can spend it, and when money expires.

A CBDC tied to digital ID and social credit score will allow the government to freeze your assets or limit your spending to approved vendors if you fail to comply with arbitrary diktats, i.e. vaccine mandates.

The Fed will initially limit its CBDC to interbank transactions but we should not be blind to the obvious danger that this is the first step in banning and seizing bitcoin as the Treasury did with gold 90 years ago today in 1933.

Watch as governments, which never let a good crisis go to waste, use Covid-19 and the banking crisis to usher in a new wave of CBDCs as a safe haven from germ-laden paper currencies or as protection against bank runs.

https://cnbc.com/2023/03/15/long-awaited-fed-digital-payment-system-to-launch-in-july.html…
9:55 AM · Apr 5, 2023
·
8.6M
 Views
27.6K
 Reposts
3,345
 Quotes
60.9K
 Likes
3,738
 Bookmarks
3,738"
1668771772215492609,"Mike Lucas
@mikelucas64
But I'm sure Tapper is Ok with this...
5:06 PM · Jun 13, 2023
·
2,664
 Views
9
 Reposts
1
 Quote
14
 Likes"
1681651089714606080,"Preston Padden
@BoulderPreston
A Judge ruled it “CRYSTAL clear” that Fox presented false news.  Two groups asked the FCC to decide if the leadership of Fox is fit to remain a licensee of the public airwaves.  Please help raise $$ to pay legal fees for FCC filings & related litigation.
gofundme.com
Campaign Against Fox False News, organized by Preston Padden
The Judge in Dominion vs. Fox ruled that it is ""CRYSTAL clear"" that Fox repeatedly pre… Preston Padden needs your support for Campaign Against Fox False News
6:03 AM · Jul 19, 2023
·
27.9K
 Views
118
 Reposts
3
 Quotes
336
 Likes
6
 Bookmarks
6"
1539776725466238976,"World Health Network
@TheWHN
#BreakingNews WHN declares #Monkeypox a #pandemic. There are now 3,417 confirmed cases reported across 58 countries and rapidly expanding across continents. It will not stop without concerted #precautionary global action. http://WorldHealthNetwork.global/monkeypoxdeclapoxdeclaration… 

#MPVX #globalaction #disease
6:05 PM · Jun 22, 2022
809
 Reposts
332
 Quotes
1,259
 Likes
67
 Bookmarks
67"
1687979082951032832,"STRICKER 𝕏
@danielstricker
Bei Corona haben sie einfach aufgehört zu testen und dann hat - wie jeder weiss - der famose Putin am 24. Februar 2022 das Virus von der Erde getilgt.

Jetzt, wo die Ukraine den Krieg verloren hat und nur noch sinnlose Terrorattacken ausführen kann, stellt sich die Frage:

Wie werden sie die immer noch präsente  Lüge, dass die Ukraine den Krieg gewinnen kann, ausschleichen?
Translate post
5:09 PM · Aug 5, 2023
·
45.1K
 Views
207
 Reposts
4
 Quotes
1,291
 Likes
14
 Bookmarks
14"
1688178909806727168,"Junge SVP Schweiz
@jungesvp
Der SRF-Hitzesommer heute mit 17 Grad in Bern

Das Klimamärchen, für welches wir unseren Wohlstand aufgeben sollen, glaubt bald keiner mehr.

Aber SRF Meteo wird sicher die aktuellen Temperaturen von Saudi-Arabien bringen, um ein paar Grüne-Wähler an der Stange zu halten…
Translate post
6:23 AM · Aug 6, 2023
·
26K
 Views
15
 Reposts
7
 Quotes
122
 Likes
4
 Bookmarks
4"
1686044230819454976,"Alex Baur
@alex_baur
«Ich kann getrost sagen, dass es keine echte Klimakrise gibt»: Physik-Nobelpreisträger John F. Clauser erklärt seine Kritik an den Klima-Agitatoren. Lesenswert.
Translate post
weltwoche.ch
«Ich kann getrost sagen, dass es keine echte Klimakrise gibt»: Physik-Nobelpreisträger John F....
Dr. John F. Clauser, geboren 1942, ist ein amerikanischer Physiker, der für seine Beiträge zu den Grundlagen der Quantenmechanik bekannt ist. Clauser wurde 2022 gemeinsam mit Alain Aspect und Anton...
9:00 AM · Jul 31, 2023
·
24.3K
 Views
215
 Reposts
13
 Quotes
540
 Likes
29
 Bookmarks
29"
1689912467885895680,"Kurt Fischer
@FischerKurt
liebe 
@claudiaplakolm
, ich hätte da gerne eine erklärung … dieses bild geht mir nicht aus dem kopf …. ich würde gerne wissen, wie sie das sehen …. 

https://bpb.de/themen/rechtsextremismus/dossier-rechtsextremismus/257816/runen-gestern-heute-morgen/…
Translate post
Readers added context they thought people might want to know
Es handelt sich um das Logo einer Metal Band 

m.facebook.com/steinaltoffici…
Context is written by people who use X, and appears when rated helpful by others.  Find out more.
1:11 AM · Aug 11, 2023
·
115.5K
 Views
93
 Reposts
21
 Quotes
579
 Likes
13
 Bookmarks
13"
1693157406052581411,"Christoph Mörgeli
@ChrMoergeli
Diese Behauptung im „Sonntagsblick“ ist frech, dumm oder beides. Im letzten Jahr sind NETTO 180‘815 Menschen in die Schweiz zugewandert: 81‘343 durch reguläre Zuwanderung, 24‘511 auf der Asylschiene und 74‘959 aus der Ukraine. NETTO die Stadt Basel in einem einzigen Jahr!
Translate post
12:05 AM · Aug 20, 2023
·
16.6K
 Views
38
 Reposts
4
 Quotes
176
 Likes
2
 Bookmarks
2"
1695371137360773400,"Fabian
@bininbern
Ich bin fassungslos und zittere noch am ganzen Körper. Ich wollte nur mit dem Tram nach Hause. Auf einmal stieg eine Gruppe SVPler auf dem Weg zur Swiss Life Arena in den Zug ein und zerschlug alles, was ihr im Weg stand.
Translate post
Readers added context they thought people might want to know
Das Foto ist älter und wird regelmäßig gepostet. Derselbe Text wird auch regelmäßig auf X/Twitter von verschiedenen Accounts, möglicherweise Bots, gepostet oder ist nur zur Interaktion gedacht.

dpa-factchecking.com/germany/221114…

twitter.com/search?q=Nun%2…
Context is written by people who use X, and appears when rated helpful by others.  Find out more.
2:42 AM · Aug 26, 2023
·
89.8K
 Views
32
 Reposts
30
 Quotes
465
 Likes
14
 Bookmarks
14"
1615988343027765249,"Possible
@_wearepossible
NEW | It’s official. LTNs work.

We just published the biggest ever study on low traffic neighbourhoods and the results are clear.

LTNs significantly reduce traffic. It’s that simple. 

https://wearepossible.org/latest-news/ltns…
ALT
12:23 AM · Jan 19, 2023
·
195.9K
 Views
315
 Reposts
60
 Quotes
783
 Likes
31
 Bookmarks
31"
1625512527969894401,"Andy278
@Andy27812
It always baffles me that whenever there is talk about horrors of WW2 and Holocaust , strange solance covers facts of Jewish collaboration with Germans and Soviets. No one talks out loud about war crimes committed by Jews on other Jews,Poles and Gypsies.
7:09 AM · Feb 14, 2023
·
50
 Views"
1625790267679993857,"Jon Burke
@jonburkeUK
Delivery vehicles, plumbers' vans, and ambulances can access every inch of every Low Traffic Neighbourhood in the country. 

The Low Traffic Neighbourhoods I delivered in Hackney actually improved ambulance attendance times by clearing away the rat-runners.
1:33 AM · Feb 15, 2023
·
80.9K
 Views
75
 Reposts
10
 Quotes
526
 Likes
8
 Bookmarks
8"
1625836012432760833,"simon maginn
@simonmaginn
The 'antisemitism crisis' scam has always been Starmer's sole claim to a political identity, and I'm going to do everything in my power to take it away from him.
He does not, and will not ever, get away with it on here.
Be told, Sir Keir.
You're busted. 
#ItWasAScam
Sky News
@SkyNews
·
Feb 15
'Jeremy Corbyn will not stand as a Labour MP in the next general election', says Sir Keir Starmer. 

Read more here: https://trib.al/99KLc5k

 Sky 501, Virgin 602, Freeview 233 and YouTube
0:14
4:34 AM · Feb 15, 2023
·
13.1K
 Views
74
 Reposts
7
 Quotes
269
 Likes
1
 Bookmark
1"
1626991404646903813,"Carlton Reid
@carltonreid
If the protestors used the mode of transport they want to see more of, we’d see a lot less of them. If they were in cars, probably only ten of them would be visible. And — as if this needs saying, but it clearly does — they would be stuck going nowhere for hours.
9:05 AM · Feb 18, 2023
·
9,686
 Views
6
 Reposts
1
 Quote
289
 Likes"
1627216738206072832,"Seth Campbell
@SethCampbell8
Apart from all the war crimes…
12:01 AM · Feb 19, 2023
·
65
 Views"
1627391744584085505,"Sul
@Aquaesul
In Japan you need a licence to own a car and must have off road storage for it. Won't be long until 
@bathnes
 cotton on to that little wheeze. They'll deny it, of course. We will all have to stump up for a Banes tax disc even for keeping it in our driveway.
11:36 AM · Feb 19, 2023
·
123
 Views
3
 Likes"
1587348670478958595,"Adam Reynolds
@awjre
Two are significant:

Which interventions reduce car use in European cities?
https://sciencedirect.com/science/article/pii/S2213624X22000281…

Which transport policies make a city's population healthier and more active? https://sciencedirect.com/science/article/pii/S2214140522001608?via%3Dihub…

Hint: Circulation plan enforced using Liveable (Low Traffic) Neighbourhoods
12:39 AM · Nov 1, 2022
41
 Reposts
7
 Quotes
72
 Likes
21
 Bookmarks
21"
1578055241647415297,"Jon Burke
@jonburkeUK
16/ So that's why the DfT's minor revisions to the miles driven on our roads make no difference to the need for Low Traffic Neighbourhoods. 

LTNs, CPZs, & Roads Pricing are the top three methods for reducing cars in cities: https://sciencedirect.com/science/article/pii/S2213624X22000281…

Everything else is hot air.
9:11 AM · Oct 6, 2022
18
 Reposts
5
 Quotes
64
 Likes
6
 Bookmarks
6"
1629850894635343872,"Mathis Mateo, MD
@mateo_tao
Are we allowed to agree with the honest president of Mexico? 

He said: ”The U.S. is controlled by a Jewish mafia“
#TheNoticing
6:28 AM · Feb 26, 2023
·
3,560
 Views
33
 Reposts
2
 Quotes
68
 Likes
7
 Bookmarks
7"
1634131232823836672,"Mayor of Hackney
@mayorofhackney
If you create people friendly streets, shockingly people come to use them.
Great news from 
@metecoban92
 that Stoke Newington LTN is being made permanent it's anchored in a flourishing Church Street:
footfall up by 18%
 cycling up by 39%
  card transactions up 200%
Hackney Citizen
@hackneycitizen
·
Mar 9
Spending up on Church Street as Town Hall hails LTN’s ‘positive impact on retail’ http://bit.ly/3yrd883

#Hackney #LTNs #shopping #transport @ldr_gregory
1:57 AM · Mar 10, 2023
·
48.3K
 Views
51
 Reposts
11
 Quotes
257
 Likes
5
 Bookmarks
5"
1634123666819538945,"Mete Coban MBE
@metecoban92
Retail card spending is up by 200% since we introduced the Stoke Newington LTN.
hackneycitizen.co.uk
Spending up on Church Street as Town Hall hails LTN’s ‘positive impact on retail’
Anonymous bank card data shows a recent 200 per cent increase in Mastercard payments
1:26 AM · Mar 10, 2023
·
49.8K
 Views
79
 Reposts
33
 Quotes
338
 Likes
16
 Bookmarks
16"
1636149233785995264,"Adam Reynolds
@awjre
Awww mate...you do know the LD got voted in on a landslide with a manifesto that committed to delivering LTNs? 

I'm guessing you forgot that after you put on your tinfoil hat and decided to try and abolish 20mph speed limits and try and get more kids killed. 
4:35 PM · Mar 15, 2023
·
56
 Views
1
 Like"
1636107075741777920,"Steve
@telesyros
Is this for real?
1:48 PM · Mar 15, 2023
·
804
 Views
8
 Reposts
8
 Likes"
1619761701032976385,"Ibrahim Jabr
@Ibrahim_J5
A Palestinian woman tries to protect her son's grave, which Israel wants to destroy in order to build a new settlement on it for people from Brooklyn to live in.
0:03
10:17 AM · Jan 29, 2023
·
672.3K
 Views
5,626
 Reposts
515
 Quotes
8,775
 Likes
292
 Bookmarks
292"
1640998872527917057,"Jon Burke
@jonburkeUK
I’ve never owned a car and neither has my wife.

It’s easy to to travel via public transport with kids. We’ve done it for 10 years.

LTNs are proven to reduce the violent and sexual crime on-street that disproportionately affects women.

You don’t speak for me or other parents.
Charlotte Gill
@CharlotteCGill
·
Mar 28
It’s no coincidence that young men are some of the biggest advocates of killing off the car industry. They’re mostly fit and healthy; they can’t envisage otherwise. They can’t imagine being a mum carting around children nor the woman trying to get home without a taxi at night.
1:46 AM · Mar 29, 2023
·
105.4K
 Views
42
 Reposts
13
 Quotes
381
 Likes
2
 Bookmarks
2"
1642975672187404288,"Craig Jones (Jonesy)
@Jonesyblog
Remember kids; ambulance delays are nothing to do with decades of a lack of investment in the NHS and social care. No, it's Low Traffic Neighbourhoods! https://twitter.com/evanrud/status/1642886747318022145…
This post is unavailable.
12:41 PM · Apr 3, 2023
·
2,953
 Views
3
 Reposts
12
 Likes"
1642703324209197057,"Marmalade
@Marmalade4breki
This 4000 figure is a lie 
It needs to be removed now 
You are undermining your credibility -not for the first time - I pointed out this to you once before.
6:39 PM · Apr 2, 2023
·
5
 Views"
1642701536974237696,"Marmalade
@Marmalade4breki
This is why I left the Labour Party.The 4k is a lie, just like the 40k was a lie.I have raised complaint   Rushanara Ali lied.The BBC  is not the dependable apolitical media platform it was. Only 1 death in 22 yrs  is down to pollution.
youtube.com
Mayor Khan manipulating the air pollution figures!!
Professor Anthony Frew talks about air pollution saying Sadiq Khan is lying.
6:32 PM · Apr 2, 2023
·
30
 Views"
1642702682476404740,"Marmalade
@Marmalade4breki
The 4k is a lie. Shame on  you
togetherdeclaration.org
ULEZ
ULEZ Extension: Damning New Report Shatters ‘Scientific’ Claims Made By London Mayor Khan The alarmist foundation for ULEZ expansion has disintegrated. Read the new Together Declaration & Climate...
6:36 PM · Apr 2, 2023
·
7
 Views"
1642606159839350784,"Alan D Miller
@alanvibe
Come on
Stop it 
This is simply not true 
The more spin & misinformation peddle the more it seems a paucity of any substantive ideas 
No wonder so many are politically homeless
togetherdeclaration.org
ULEZ
ULEZ Extension: Damning New Report Shatters ‘Scientific’ Claims Made By London Mayor Khan The alarmist foundation for ULEZ expansion has disintegrated. Read the new Together Declaration & Climate...
12:13 PM · Apr 2, 2023
·
5,557
 Views
28
 Reposts
278
 Likes"
1642554461196263424,"Question_EVERYTHING
@BassCabM4n
Lies. 1 person has died In London In the last 20 years due to poor air quality alone. #ClimateScam
8:47 AM · Apr 2, 2023
·
4,658
 Views
23
 Reposts
441
 Likes"
